Prospect ID,Lead Number,Lead Origin,Lead Source,Do Not Email,Do Not Call,Converted,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Country,Specialization,How did you hear about X Education,What is your current occupation,What matters most to you in choosing a course,Search,Magazine,Newspaper Article,X Education Forums,Newspaper,Digital Advertisement,Through Recommendations,Receive More Updates About Our Courses,Tags,Lead Quality,Update me on Supply Chain Content,Get updates on DM Content,Lead Profile,City,Asymmetrique Activity Index,Asymmetrique Profile Index,Asymmetrique Activity Score,Asymmetrique Profile Score,I agree to pay the amount through cheque,A free copy of Mastering The Interview,Last Notable Activity
0e25f0e0-5322-49ce-a217-5b830f2dab2e,635896,Landing Page Submission,Direct Traffic,No,No,1,3.0,1009,3.0,Email Opened,India,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,15.0,20.0,No,No,Modified
a53c3703-dbf9-4bdd-8276-cc091ba1e45e,635850,Landing Page Submission,Direct Traffic,No,No,1,5.0,426,5.0,SMS Sent,India,Marketing Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,02.Medium,01.High,15.0,18.0,No,Yes,SMS Sent
5aad0fb5-f576-4d5c-a6e8-54b8dd938594,635686,Landing Page Submission,Organic Search,No,No,1,5.0,112,5.0,SMS Sent,India,Healthcare Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Other Metro Cities,02.Medium,02.Medium,14.0,15.0,No,Yes,SMS Sent
e3c953f5-b757-471e-bb7d-7503a100046c,635654,Landing Page Submission,Organic Search,No,No,1,3.0,980,3.0,SMS Sent,India,Travel and Tourism,Select,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Other Cities,02.Medium,02.Medium,15.0,14.0,No,Yes,SMS Sent
795e78cb-a8b1-4ad3-84a3-8a9db512b7e3,635638,Landing Page Submission,Direct Traffic,No,No,1,5.0,899,1.67,Email Opened,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Other Cities,02.Medium,01.High,14.0,18.0,No,Yes,Email Opened
31c3877c-b41e-44aa-a9b2-9e56c788c87b,635601,Landing Page Submission,Google,No,No,0,4.0,324,4.0,Email Opened,India,Marketing Management,Multiple Sources,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,High in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,14.0,20.0,No,No,Modified
c0856353-5b9f-4219-b544-dd3b27e0472e,635587,Landing Page Submission,Google,No,No,1,3.0,1436,3.0,Email Opened,India,IT Projects Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,14.0,17.0,No,No,Email Opened
db76c8dc-d6af-484f-ac83-df03b4678295,635552,Landing Page Submission,Direct Traffic,No,No,1,5.0,1487,5.0,SMS Sent,India,Finance Management,Select,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,02.Medium,01.High,15.0,18.0,No,Yes,SMS Sent
950d73d4-c7c1-4576-b791-7f0d2b8cb8fe,635486,API,Google,No,No,1,5.0,837,5.0,Email Opened,India,Supply Chain Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Thane & Outskirts,02.Medium,01.High,15.0,17.0,No,No,Email Opened
47713dd4-88e2-4a6e-97a2-4ddff6f5ce62,635449,Landing Page Submission,Google,No,No,1,2.0,1182,2.0,SMS Sent,India,"Banking, Investment And Insurance",Student of SomeSchool,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Select,Mumbai,02.Medium,01.High,15.0,18.0,No,No,SMS Sent
6836d63b-3b70-4960-9ee6-825eaaec46f5,635362,Landing Page Submission,Google,No,No,1,4.0,784,4.0,Page Visited on Website,India,Human Resource Management,Advertisements,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Select,Mumbai,02.Medium,01.High,15.0,18.0,No,No,Modified
8b2891a1-4d88-4a7b-99e7-e3c8ceb053eb,635315,Landing Page Submission,Direct Traffic,No,No,1,5.0,44,5.0,SMS Sent,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Tier II Cities,02.Medium,01.High,15.0,17.0,No,Yes,SMS Sent
1837d828-52a9-41f2-92cd-afe04d74a763,635314,Landing Page Submission,Google,No,No,1,5.0,1209,5.0,Email Opened,India,"Banking, Investment And Insurance",Other,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,02.Medium,01.High,15.0,18.0,No,No,Email Opened
7ab84995-e818-4494-be42-38a739f03893,635018,API,Google,No,No,1,14.0,1507,1.56,Page Visited on Website,India,Business Administration,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Select,01.High,02.Medium,16.0,15.0,No,No,Page Visited on Website
3a56d2e6-aa4f-4577-8e76-04eb014ca9f0,634986,API,Google,No,No,0,4.0,339,4.0,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Select,02.Medium,02.Medium,14.0,15.0,No,No,Modified
2f560182-beb3-4225-86c9-d9314f8b0bf5,634875,Landing Page Submission,Google,No,No,1,3.0,48,3.0,Email Opened,India,IT Projects Management,Online Search,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Other Cities,02.Medium,02.Medium,14.0,15.0,No,No,Email Opened
1fe36198-1960-41c5-8f78-cc10873632c4,636806,Landing Page Submission,Direct Traffic,No,No,1,11.0,985,1.83,Email Opened,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Thane & Outskirts,01.High,01.High,16.0,19.0,No,Yes,Email Opened
98a678b6-3475-466c-8a2e-eab4e269c665,636677,Landing Page Submission,Google,No,No,1,4.0,963,4.0,SMS Sent,India,Operations Management,Multiple Sources,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,02.Medium,01.High,14.0,18.0,No,No,SMS Sent
fb75889f-6664-428c-a697-28934634f03a,636547,Landing Page Submission,Google,No,No,0,5.0,340,2.5,Email Link Clicked,India,Human Resource Management,Social Media,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Other Leads,Other Cities of Maharashtra,02.Medium,01.High,13.0,17.0,No,No,Modified
f61f2ef5-a46c-4720-b213-ecaec46a8730,636515,Landing Page Submission,Google,No,No,1,4.0,866,4.0,SMS Sent,India,Finance Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,02.Medium,01.High,15.0,18.0,No,No,SMS Sent
914c1189-25f7-4a5c-95f7-b30c7b8bb98e,636452,Landing Page Submission,Google,No,No,1,8.0,1524,2.67,Olark Chat Conversation,India,Human Resource Management,Other,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,15.0,20.0,No,No,Modified
2007b74a-e22a-40a0-bc0e-7fc396b9eff3,636410,Landing Page Submission,Direct Traffic,No,No,0,2.0,360,2.0,SMS Sent,India,Retail Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Diploma holder (Not Eligible),Worst,No,No,Select,Other Cities of Maharashtra,03.Low,01.High,10.0,17.0,No,No,Modified
e5fb32dd-b3b7-4fbf-972d-c13d2cfc6866,635761,API,Google,No,No,1,4.0,1859,2.0,SMS Sent,India,IT Projects Management,Online Search,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Other Cities of Maharashtra,02.Medium,02.Medium,14.0,14.0,No,No,Modified
152e75cf-21cb-4d74-a13e-573499ab3dac,635757,Landing Page Submission,Google,No,No,1,6.0,1252,3.0,Email Opened,India,Finance Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,02.Medium,01.High,14.0,18.0,No,No,Email Opened
bea43903-b3d0-4ea5-be84-751e271d84d6,635613,Landing Page Submission,Google,No,No,1,5.0,590,5.0,SMS Sent,India,Marketing Management,Student of SomeSchool,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,02.Medium,01.High,14.0,18.0,No,Yes,SMS Sent
728c42d6-4061-4083-9deb-91abefa4c7fa,635571,Landing Page Submission,Direct Traffic,No,No,0,2.0,1223,2.0,SMS Sent,India,"Banking, Investment And Insurance",Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Might be,No,No,Select,Mumbai,02.Medium,01.High,13.0,18.0,No,Yes,Modified
b6249bc9-4839-4ce3-93cd-2827c73eb968,634902,Landing Page Submission,Direct Traffic,No,No,1,7.0,1357,1.75,Page Visited on Website,India,IT Projects Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,Low in Relevance,No,No,Potential Lead,Thane & Outskirts,01.High,02.Medium,16.0,16.0,No,Yes,Page Visited on Website
ea888f99-66a6-48f4-9ceb-92fabfa65ea4,634782,Landing Page Submission,Organic Search,No,No,1,3.0,597,3.0,SMS Sent,India,Media and Advertising,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Mumbai,02.Medium,01.High,15.0,19.0,No,Yes,Modified
488810a0-4ba7-45bb-9948-bc78ee29ea9a,634776,Landing Page Submission,Organic Search,No,No,1,5.0,1025,5.0,SMS Sent,India,Human Resource Management,Select,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,02.Medium,01.High,15.0,18.0,No,Yes,SMS Sent
293f9287-4262-4953-9974-5bc5d9d5c880,636766,Landing Page Submission,Google,No,No,1,3.0,1545,3.0,SMS Sent,India,E-Business,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,02.Medium,01.High,14.0,18.0,No,No,SMS Sent
c347a50a-0970-44d0-ab53-9a92a39516b9,636687,Landing Page Submission,Google,No,No,0,5.0,7,2.5,Page Visited on Website,India,Human Resource Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Low in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,14.0,20.0,No,No,Modified
8ff83185-786d-43b9-8b66-d09eac3178ca,636208,Landing Page Submission,Direct Traffic,No,No,1,3.0,686,3.0,SMS Sent,India,Rural and Agribusiness,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Other Cities of Maharashtra,02.Medium,02.Medium,15.0,14.0,No,Yes,SMS Sent
d3d1caba-109c-4acc-a578-58ac2e1f4817,636177,API,Google,Yes,No,0,2.0,144,1.0,SMS Sent,India,Select,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Select,Select,02.Medium,02.Medium,14.0,15.0,No,No,Modified
06364896-9bd0-47fb-a894-9c198420bf76,635575,Landing Page Submission,Organic Search,No,No,1,3.0,1484,3.0,SMS Sent,India,Hospitality Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Not Sure,No,No,Potential Lead,Other Cities,02.Medium,02.Medium,15.0,15.0,No,Yes,Modified
86a57bf2-3880-476d-8cab-58a6439f2da5,635453,API,Google,No,No,1,4.0,1850,4.0,SMS Sent,India,IT Projects Management,Student of SomeSchool,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Mumbai,02.Medium,02.Medium,15.0,15.0,No,No,SMS Sent
4b7973c9-c7b2-4d06-bd8c-0837af884a58,635351,Landing Page Submission,Google,No,No,1,5.0,1190,2.5,SMS Sent,India,Human Resource Management,Multiple Sources,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Mumbai,02.Medium,01.High,15.0,20.0,No,No,SMS Sent
ccd0f62b-f1aa-41f9-baf4-e5e38b300e21,634994,Landing Page Submission,Direct Traffic,No,No,0,5.0,328,2.5,Email Opened,India,Business Administration,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Not doing further education,Not Sure,No,No,Select,Mumbai,02.Medium,01.High,13.0,18.0,No,Yes,Modified
ce04a5a0-e2ad-4281-9b8f-32ad6b184a80,634882,Landing Page Submission,Direct Traffic,No,No,0,27.0,386,5.4,Page Visited on Website,India,Rural and Agribusiness,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Potential Lead,Other Cities,01.High,02.Medium,16.0,15.0,No,Yes,Page Visited on Website
c670af6f-3211-455a-a0fe-93b82dbd1a68,634878,Landing Page Submission,Google,No,No,1,7.0,1380,2.33,Email Opened,India,IT Projects Management,Multiple Sources,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Thane & Outskirts,02.Medium,02.Medium,15.0,16.0,No,No,Email Opened
3bc68d79-fd65-4d30-8a9a-4af921864cc3,634843,Landing Page Submission,Organic Search,No,No,0,5.0,124,5.0,Email Opened,India,Travel and Tourism,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Mumbai,02.Medium,02.Medium,13.0,16.0,No,Yes,Modified
cedc7d7b-4bd9-4a32-b7f1-0e615e159b2c,634817,Landing Page Submission,Google,No,No,1,4.0,1640,4.0,Email Opened,India,Finance Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,14.0,20.0,No,No,Email Opened
263a55ab-7326-408d-bb13-421d382e916a,634779,Landing Page Submission,Direct Traffic,No,No,0,7.0,298,2.33,Email Opened,India,Finance Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Mumbai,02.Medium,01.High,14.0,18.0,No,Yes,Email Opened
34c1ada2-e54a-44d4-bc2b-7aea24a36c3b,636950,Landing Page Submission,Google,No,No,0,9.0,491,4.5,Email Opened,India,IT Projects Management,Advertisements,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Other Cities,02.Medium,02.Medium,14.0,13.0,No,Yes,Email Opened
68b3866a-06dd-422f-8291-bfa48a05ba50,636931,Landing Page Submission,Google,No,No,1,20.0,1290,2.22,Page Visited on Website,India,IT Projects Management,Other,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,01.High,02.Medium,16.0,15.0,No,No,Page Visited on Website
d4decde5-81ba-46b7-8504-3d513651eb63,636679,Landing Page Submission,Google,Yes,No,1,4.0,1452,4.0,SMS Sent,India,Supply Chain Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Thane & Outskirts,02.Medium,01.High,15.0,19.0,No,No,Modified
eba3410b-fd03-4034-a175-79c8521ca4bb,636665,Landing Page Submission,Google,No,No,1,6.0,866,2.0,Email Opened,India,Marketing Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Mumbai,01.High,01.High,16.0,20.0,No,No,Email Opened
74aa9855-6b3d-4490-aa59-f1137589bd2b,636659,Landing Page Submission,Google,No,No,1,14.0,1424,2.8,SMS Sent,India,Finance Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,02.Medium,01.High,15.0,18.0,No,No,SMS Sent
9b84a409-bdf4-469a-bbd8-614ca19e4ea6,636635,Landing Page Submission,Google,No,No,1,7.0,520,3.5,SMS Sent,India,Media and Advertising,Word Of Mouth,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Other Cities of Maharashtra,02.Medium,02.Medium,14.0,16.0,No,No,SMS Sent
c6bb7f05-3c40-42d1-a88d-dde098ff405e,636449,Landing Page Submission,Direct Traffic,No,No,0,5.0,121,5.0,Page Visited on Website,United Arab Emirates,Business Administration,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Mumbai,02.Medium,01.High,15.0,18.0,No,Yes,Modified
f81ecc96-5355-402d-9127-e908e3f24d60,636404,Landing Page Submission,Google,No,No,1,6.0,116,3.0,SMS Sent,India,Operations Management,SMS,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Thane & Outskirts,02.Medium,01.High,15.0,17.0,No,No,SMS Sent
b68dbcc1-11f9-452c-ba6a-4bfafde751df,636348,Landing Page Submission,Google,No,No,0,2.0,302,2.0,Form Submitted on Website,India,IT Projects Management,Student of SomeSchool,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Not doing further education,Low in Relevance,No,No,Other Leads,Mumbai,03.Low,02.Medium,12.0,15.0,No,No,Modified
8b12ca5e-00b1-48a4-8c4b-65672ef523d2,636345,Landing Page Submission,Google,No,No,0,4.0,369,4.0,Email Opened,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Mumbai,02.Medium,01.High,13.0,18.0,No,Yes,Email Opened
41969c2a-eb95-4aa1-a9c5-d6aacfdcb96b,636225,API,Organic Search,No,No,0,2.0,402,2.0,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,Select,Select,02.Medium,02.Medium,13.0,15.0,No,No,Modified
158b6387-78f2-4030-b7d1-c6e8030bc6b7,635958,Landing Page Submission,Direct Traffic,Yes,No,0,6.0,186,6.0,Email Bounced,India,Supply Chain Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Thane & Outskirts,02.Medium,01.High,15.0,17.0,No,Yes,Modified
7232bb65-34f8-45bb-8000-4974609a6b32,635947,Landing Page Submission,Direct Traffic,Yes,No,1,9.0,1296,2.25,SMS Sent,India,Media and Advertising,Student of SomeSchool,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,02.Medium,01.High,14.0,17.0,No,No,SMS Sent
f23d4d1d-f52f-4baa-87a4-d68e175aca16,635810,API,Google,No,No,1,2.0,1453,1.0,SMS Sent,India,Finance Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Select,02.Medium,02.Medium,14.0,16.0,No,No,Modified
72a72aa4-bb64-47a6-9085-f8c10643c4a3,635711,API,Google,No,No,1,4.0,1144,2.0,SMS Sent,India,Supply Chain Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Thane & Outskirts,01.High,01.High,16.0,17.0,No,No,SMS Sent
5d0efd89-0a6f-42c6-91fd-93ea87e4d753,635473,Landing Page Submission,Google,No,No,1,3.0,1231,3.0,SMS Sent,India,Business Administration,Other,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Tier II Cities,02.Medium,01.High,15.0,19.0,No,No,Modified
a37be853-5d9b-43dc-b8c0-07b12257cb56,635448,Landing Page Submission,Direct Traffic,No,No,1,7.0,243,2.33,SMS Sent,India,Finance Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,02.Medium,01.High,14.0,18.0,No,Yes,SMS Sent
b6a8ef9d-16ae-40e0-9aab-b648aa144efd,635012,API,Google,No,No,1,2.0,857,2.0,SMS Sent,India,Select,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Select,02.Medium,02.Medium,14.0,15.0,No,No,SMS Sent
3a4f7903-119b-48d4-a564-5cb70ceea4bb,634960,API,Google,No,No,0,2.0,1144,1.0,Email Link Clicked,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,Select,Select,02.Medium,02.Medium,13.0,15.0,No,No,Modified
c0abb011-77e7-44ce-9a31-df872d570782,634915,Landing Page Submission,Direct Traffic,No,No,1,3.0,527,1.5,SMS Sent,India,Media and Advertising,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,02.Medium,01.High,14.0,17.0,No,Yes,SMS Sent
1134ad2d-bc21-4a5e-9ed5-b7d3e048f32f,634850,API,Google,No,No,1,2.0,1814,2.0,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Select,02.Medium,02.Medium,14.0,16.0,No,No,Modified
cdfa4701-f06f-4596-a1a4-51f1610154a5,634691,Landing Page Submission,Direct Traffic,No,No,1,2.0,882,2.0,SMS Sent,India,Business Administration,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,02.Medium,01.High,14.0,18.0,No,Yes,SMS Sent
09461af2-1913-4ade-8d3e-87005d0b5b4b,634627,Landing Page Submission,Organic Search,No,No,1,3.0,140,3.0,SMS Sent,India,International Business,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Other Cities of Maharashtra,02.Medium,01.High,15.0,19.0,No,Yes,Modified
42b2a8fe-f489-406c-9080-5298181beba5,634607,Landing Page Submission,Google,No,No,0,2.0,399,2.0,Email Opened,India,Finance Management,Social Media,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Thane & Outskirts,02.Medium,01.High,14.0,17.0,No,No,Modified
c6ee01dd-cd3b-40b6-8b83-6f4939457448,634594,Landing Page Submission,Google,No,No,0,5.0,0,2.5,Email Opened,India,Finance Management,Social Media,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Low in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,14.0,20.0,No,No,Modified
7e442d66-922c-4bda-b173-a7f0c2a34dd7,634466,API,Google,No,No,1,4.0,1524,1.33,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Select,02.Medium,02.Medium,15.0,15.0,No,No,SMS Sent
ef149ca6-8147-4f93-9c33-a069e0a70ed1,633928,Landing Page Submission,Google,No,No,0,3.0,686,3.0,SMS Sent,India,Human Resource Management,Social Media,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,Select,Mumbai,02.Medium,01.High,13.0,18.0,No,No,Modified
3edc23ef-e2f6-4733-a985-0c8df253ca8d,633882,Landing Page Submission,Google,No,No,1,5.0,23,5.0,Email Opened,India,"Banking, Investment And Insurance",Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Other Cities of Maharashtra,01.High,01.High,16.0,19.0,No,No,Email Opened
fa561da8-69b4-45b6-8bdd-ebdabd1647c4,633876,Landing Page Submission,Organic Search,No,No,0,7.0,945,3.5,Email Opened,India,Hospitality Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Other Leads,Other Cities,02.Medium,02.Medium,14.0,13.0,No,Yes,Modified
71658a38-9e4a-4c53-b10c-97542bda9938,633800,Landing Page Submission,Direct Traffic,No,No,0,2.0,73,2.0,SMS Sent,India,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,Select,Other Cities,02.Medium,02.Medium,13.0,16.0,No,Yes,Modified
af298c86-fe61-495d-a6ef-5d5a36ff7853,632936,Landing Page Submission,Google,No,No,1,16.0,1253,3.2,Email Link Clicked,India,"Banking, Investment And Insurance",Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Thane & Outskirts,01.High,01.High,16.0,19.0,No,No,Email Link Clicked
362bbd99-9a5d-4490-9bb8-27640740dd90,632605,API,Google,No,No,0,1.0,192,1.0,Converted to Lead,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Low in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,14.0,17.0,No,No,Modified
e212f90f-87b5-493f-b1ef-7a45bdc53d84,631889,Landing Page Submission,Google,No,No,1,5.0,1287,5.0,SMS Sent,India,Human Resource Management,Student of SomeSchool,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Mumbai,02.Medium,01.High,14.0,20.0,No,No,Modified
ab657a51-f2fe-4913-9064-48b94884b810,631649,API,Google,No,No,1,3.0,1147,1.5,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Select,02.Medium,02.Medium,14.0,15.0,No,No,Modified
a857c88f-0995-4f7c-b2e8-89dc0f48b546,631393,Landing Page Submission,Direct Traffic,No,No,0,2.0,212,2.0,Email Opened,Singapore,Supply Chain Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Not Sure,No,No,Select,Thane & Outskirts,02.Medium,01.High,13.0,17.0,No,Yes,Modified
896b167e-1368-4c17-9795-672822fd3ac3,631375,API,Google,No,No,0,4.0,183,1.0,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Not Sure,No,No,Select,Select,02.Medium,02.Medium,14.0,15.0,No,No,Modified
8239a9ca-faa6-4b1a-a47a-1966a17c7add,631053,API,Google,No,No,0,3.0,13,3.0,Unreachable,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Might be,No,No,Select,Select,03.Low,02.Medium,12.0,15.0,No,No,Modified
d2ff3e94-c4f3-46f7-be5e-93a2fab7b119,630972,Landing Page Submission,Google,No,No,1,5.0,952,5.0,SMS Sent,India,Operations Management,Other,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Lost to EINS,Not Sure,No,No,Select,Mumbai,02.Medium,01.High,14.0,18.0,No,No,Modified
55292db2-c76b-4c08-aad5-34c397f8abfe,630840,Landing Page Submission,Direct Traffic,No,No,1,9.0,62,2.25,Email Opened,India,Finance Management,Student of SomeSchool,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Lost to EINS,Not Sure,No,No,Select,Mumbai,02.Medium,01.High,13.0,18.0,No,Yes,Email Opened
